NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
1183 855.04 113.79 0.27 86.56 2.76
1184 126.40 110.65 0.32 9.50 3.87
1185 122.36 121.88 0.29 5.28 8.50
1186 1408.33 118.01 0.11 -78.26 6.41
1187 1400.77 126.71 0.19 -68.19 4.44
1188 1980.37 138.21 0.43 -61.36 2.59
1189 1983.70 140.15 0.51 -61.44 1.69
1190 113.63 139.77 0.45 -39.19 2.19
1191 120.51 145.50 0.34 32.25 3.78
1192 112.40 152.27 0.38 -52.09 4.55
1193 2016.78 162.55 0.22 10.96 2.19
1194 2015.73 169.52 0.53 -37.37 2.88
1195 739.56 180.05 0.09 4.09 4.22
1196 746.74 187.11 0.37 36.41 6.82
1197 1193.96 182.79 0.28 -82.75 2.93
1198 1193.48 188.86 0.21 73.11 2.33
1199 849.64 184.74 0.18 -65.00 3.19
1200 850.14 189.95 0.25 -54.80 2.26
1201 1193.64 196.83 0.66 88.18 2.88
1202 1192.91 204.01 0.29 -50.34 1.78
1203 1152.15 213.68 0.03 -6.67 8.69
1204 1139.07 221.87 0.20 -84.02 7.94
1205 322.49 220.29 0.54 30.14 5.89
1206 337.74 227.39 0.27 26.06 6.72
1207 319.71 229.52 0.18 25.45 6.41
1208 1948.80 242.38 0.36 -17.16 2.26
1209 1941.61 245.33 0.34 -3.37 2.52
1210 1001.31 269.50 0.42 -5.83 2.93
1211 996.74 276.09 0.32 77.68 4.44
1212 1505.47 287.82 0.15 49.74 4.33
1213 1501.75 292.93 0.16 71.32 3.91
1214 486.49 382.15 0.19 29.13 17.11
1215 496.81 386.71 0.10 -52.47 12.91
1216 102.40 388.50 0.31 -69.60 1.69
1217 105.47 390.74 0.52 67.45 2.03
1218 1702.03 408.64 0.17 -60.50 3.19
1219 1694.55 415.01 0.05 -19.58 6.15
1220 786.07 425.59 0.30 50.52 3.09
1221 779.89 429.15 0.21 -21.82 2.88
1222 1578.01 453.27 0.17 -73.59 6.63
1223 1590.00 459.48 0.30 -28.27 9.87
1224 1992.49 458.33 0.41 46.78 3.04
1225 1992.41 464.40 0.22 -64.96 2.71
1226 1993.37 469.14 0.20 81.04 2.33
1227 1992.18 477.76 0.51 88.22 3.95
1228 1992.90 488.14 0.08 -67.68 2.39
1229 1991.24 494.77 0.52 -65.83 3.43
1230 263.66 458.38 0.04 -83.64 2.39
1231 262.45 464.63 0.27 46.38 5.64
1232 811.78 483.80 0.11 45.09 6.18
1233 824.69 489.91 0.06 76.11 6.36
1234 1111.10 496.30 0.07 -24.54 6.72
1235 1124.37 501.50 0.20 60.49 7.23
1236 276.32 519.41 0.13 63.64 4.26
1237 270.23 527.33 0.17 32.31 5.38
1238 1989.13 517.64 0.25 9.37 1.78
1239 1980.19 522.13 0.27 42.92 6.41
1240 1990.02 524.70 0.56 75.91 3.34
1241 1989.16 539.80 0.60 -67.25 3.39
1242 1989.92 547.86 0.57 -89.16 2.33
1243 475.53 541.27 0.12 2.18 6.05
1244 482.48 551.37 0.12 38.66 7.42
1245 1988.96 567.74 0.46 -14.64 1.78
1246 1987.68 572.92 0.75 82.91 1.69
1247 498.79 589.12 0.30 -42.76 2.71
1248 492.18 595.16 0.30 81.22 2.65
1249 874.57 663.94 0.06 79.69 16.25
1250 890.50 659.27 0.12 73.97 6.08
1251 1325.69 663.71 0.11 -83.08 5.38
1252 1319.82 673.81 0.13 -89.06 5.86
1253 699.15 847.76 0.24 83.99 7.02
1254 715.91 853.25 0.18 43.79 12.44
1255 729.99 851.42 0.08 56.78 4.85
1256 706.73 861.52 0.25 60.51 5.53
1257 1441.20 881.63 0.09 -61.18 7.29
1258 1447.83 887.51 0.14 -61.41 5.89
1259 758.52 1080.32 0.12 -74.37 10.45
1260 750.23 1093.17 0.04 -28.57 6.13
1261 1803.42 1138.06 0.10 24.61 14.73
1262 1797.64 1151.62 0.21 -1.32 5.53
1263 961.20 1147.93 0.10 80.81 6.72
1264 961.56 1159.25 0.47 54.66 2.46
1265 1235.26 1165.55 0.27 71.52 2.82
1266 1234.77 1173.75 0.09 45.65 4.30
1267 840.88 1175.61 0.06 87.03 8.54
1268 832.53 1186.69 0.06 -54.10 4.37
1269 1054.12 1312.18 0.50 -73.00 4.79
1270 1041.98 1320.92 0.49 -64.46 4.26
1271 1047.83 1322.91 0.45 -67.43 5.67
1272 1008.17 1559.58 0.18 -50.97 1.78
1273 1013.35 1561.96 0.27 1.07 2.76
1274 500.49 1612.62 0.10 -52.78 6.15
1275 495.93 1624.06 0.16 -51.67 5.92
1276 1473.76 1630.81 0.09 62.63 8.16
1277 1478.42 1639.58 0.17 -43.36 4.30
1278 1290.79 1652.90 0.11 -1.64 14.08
1279 1281.28 1664.50 0.47 48.75 5.92
1280 1206.76 1640.20 0.41 82.47 1.95
1281 1205.59 1648.41 0.73 82.90 2.93
1282 1095.47 1835.40 0.35 -14.28 2.76
1283 1092.42 1839.90 0.40 4.58 3.14
1284 43.37 1842.08 0.45 21.63 5.26
1285 34.88 1843.10 0.42 -73.13 2.59
1286 51.08 1845.53 0.40 -53.13 3.04
1287 36.62 1849.87 0.34 -53.01 5.08
1288 44.76 1851.64 0.28 -62.16 3.57
1289 39.53 1853.82 0.47 -81.37 2.59
1290 850.34 1865.97 0.42 -68.77 6.02
1291 851.16 1878.75 0.31 -87.90 7.14
1292 850.93 1890.30 0.12 -33.42 5.81
1293 848.76 1910.51 0.75 -78.05 10.81
1294 838.11 1909.88 0.05 74.43 8.46
1295 853.55 1912.91 0.07 -51.25 4.41
1296 855.55 1920.59 0.33 -74.25 4.82
1297 860.49 1929.58 0.45 71.55 5.86
1298 856.89 1940.89 0.42 -53.51 6.00
1299 845.37 1942.01 0.57 75.05 7.23
1300 851.26 1953.00 0.56 -40.38 6.84
1301 853.56 1960.43 0.35 57.53 5.94
1302 850.71 1973.39 0.42 83.52 8.99
1303 850.31 1993.81 0.75 87.53 7.31
1304 589.81 1872.43 0.67 -49.27 1.60
1305 590.37 1876.79 0.27 -30.63 2.26
1306 1056.74 1945.66 0.56 -1.87 4.37
1307 1048.17 1945.15 0.21 3.76 2.93
1308 784.59 1953.99 0.26 -83.99 6.41
1309 787.50 1965.39 0.34 5.59 3.78
1310 1281.09 1948.23 0.39 -69.53 1.95
1311 1278.07 1952.54 0.20 -48.12 1.60
1312 1747.56 2038.88 0.29 -50.25 2.19
1313 1750.59 2041.81 0.36 -63.45 2.71
