NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
1180 459.87 1785.34 0.34 -62.91 3.14
1181 1681.30 1783.95 0.34 -55.05 3.04
1182 1527.37 1794.11 0.23 61.83 10.93
1183 835.90 1785.08 0.37 -81.37 2.03
1184 1154.62 1785.32 0.47 -75.62 1.69
1185 1609.76 1798.41 0.24 62.53 10.76
1186 1325.06 1787.84 0.48 25.18 2.26
1187 1959.33 1789.50 0.29 24.71 2.93
1188 1148.72 1792.08 0.72 76.22 1.60
1189 340.61 1795.26 0.55 20.29 2.76
1190 948.88 1795.83 0.09 75.45 3.04
1191 572.03 1796.84 0.30 -34.02 3.43
1192 1376.84 1803.87 0.29 67.41 5.11
1193 1149.17 1802.37 0.66 86.09 2.52
1194 104.59 1808.43 0.28 -85.20 4.26
1195 1016.88 1807.47 0.07 -65.70 3.91
1196 1154.70 1805.71 0.75 74.97 1.78
1197 1504.26 1807.61 0.33 41.78 2.59
1198 989.24 1812.33 0.19 -87.72 5.05
1199 1190.34 1815.66 0.12 2.29 6.28
1200 1540.79 1816.53 0.33 60.86 5.59
1201 1819.36 1815.12 0.78 50.84 1.60
1202 1148.99 1816.07 0.41 -84.13 1.87
1203 1354.83 1822.44 0.80 45.31 2.71
1204 632.31 1824.42 0.18 71.13 3.57
1205 1150.71 1821.27 0.62 -20.80 1.78
1206 1462.92 1826.42 0.23 66.90 5.56
1207 586.62 1822.86 0.58 -82.04 1.87
1208 1851.73 1826.85 0.44 38.61 6.13
1209 2002.63 1823.28 0.09 -21.83 2.19
1210 850.25 1824.80 0.68 -74.34 1.69
1211 17.10 1831.68 0.29 -24.43 5.32
1212 854.51 1830.58 0.27 8.28 2.46
1213 972.28 1834.89 0.43 -63.30 4.98
1214 1311.08 1829.99 0.19 -13.87 1.87
1215 1782.60 1835.19 0.27 60.59 3.34
1216 1528.12 1836.98 0.04 86.24 4.11
1217 1211.55 1845.02 0.18 -74.88 7.00
1218 1259.46 1848.98 0.23 73.89 9.82
1219 1590.55 1845.31 0.27 58.90 7.20
1220 373.97 1847.01 0.02 -81.64 5.08
1221 534.17 1850.44 0.17 -65.90 4.92
1222 1507.70 1850.47 0.46 56.21 2.39
1223 1621.11 1868.05 0.16 45.79 22.60
1224 1722.24 1853.64 0.33 60.47 6.48
1225 1962.78 1855.88 0.19 66.48 4.33
1226 1708.85 1860.70 0.29 63.98 4.44
1227 1165.19 1860.02 0.48 62.98 3.09
1228 150.96 1862.25 0.21 -42.70 4.44
1229 565.49 1867.41 0.24 -64.35 5.41
1230 1086.66 1867.97 0.29 84.13 5.08
1231 644.38 1871.12 0.48 -24.98 9.13
1232 1263.05 1867.55 0.25 85.65 3.09
1233 1903.50 1872.52 0.68 45.78 1.60
1234 796.24 1874.46 0.40 89.21 2.33
1235 895.17 1882.57 0.26 -85.86 6.98
1236 1434.76 1874.87 0.32 -7.32 1.69
1237 1117.13 1877.15 0.21 -45.99 1.60
1238 1473.14 1882.14 0.23 -45.25 1.60
1239 1591.55 1887.31 0.36 -65.75 3.29
1240 1705.29 1886.59 0.35 -51.92 2.26
1241 21.40 1897.61 0.33 -35.31 9.61
1242 1020.75 1889.16 0.41 84.88 2.59
1243 565.06 1890.58 0.25 24.10 2.65
1244 1600.53 1895.49 0.32 54.72 4.72
1245 1428.37 1895.50 0.11 72.61 3.70
1246 1698.95 1905.46 0.32 49.90 11.78
1247 1270.04 1902.80 0.28 75.93 7.27
1248 1203.42 1900.72 0.13 5.86 4.79
1249 472.47 1900.71 0.03 -41.72 3.52
1250 322.75 1924.62 0.24 -50.11 24.15
1251 1245.66 1904.65 0.21 54.13 3.34
1252 1251.56 1901.88 0.48 26.47 1.69
1253 614.35 1906.29 0.14 74.37 3.99
1254 666.86 1905.71 0.14 -53.92 3.57
1255 959.59 1904.10 0.29 14.52 3.29
1256 54.68 1906.01 0.29 -12.07 3.24
1257 1489.35 1911.50 0.17 -17.14 3.09
1258 1532.40 1919.89 0.30 68.51 7.51
1259 265.62 1913.29 0.56 -25.53 1.87
1260 432.33 1919.02 0.04 -81.14 4.65
1261 182.13 1916.73 0.31 -49.36 2.93
1262 1964.81 1930.54 0.28 54.36 12.02
1263 1450.93 1927.47 0.19 68.54 3.83
1264 599.39 1925.60 0.17 -47.37 2.03
1265 1476.52 1934.32 0.42 49.55 7.84
1266 1722.39 1926.94 0.15 2.38 2.19
1267 1933.70 1928.92 0.09 -2.07 4.44
1268 446.64 1932.28 0.11 -48.66 3.99
1269 1576.05 1938.56 0.32 62.71 6.65
1270 1685.13 1933.75 0.24 11.08 3.24
1271 292.52 1932.87 0.48 27.38 1.69
1272 1950.75 1933.64 0.17 78.44 1.69
1273 1028.12 1935.64 0.29 -58.29 3.24
1274 205.85 1937.82 0.49 69.76 2.93
1275 10.21 1939.98 0.74 67.75 1.69
1276 147.45 1942.48 0.33 -39.83 3.43
1277 1096.45 1950.93 0.13 67.70 5.01
1278 342.59 1959.36 0.33 -55.05 9.17
1279 974.64 1956.69 0.29 -88.36 7.55
1280 1247.29 1961.83 0.34 76.31 6.31
1281 1112.30 1956.55 0.57 -20.74 2.88
1282 1418.97 1959.94 0.17 50.21 3.74
1283 198.14 1960.53 0.58 -82.25 1.60
1284 640.39 1961.26 0.23 9.35 2.82
1285 478.04 1963.42 0.20 -83.52 2.88
1286 1809.84 1962.89 0.22 -43.53 1.60
1287 1964.00 1962.93 0.25 -89.19 1.60
1288 1094.56 1964.26 0.27 -38.55 2.03
1289 1295.51 1975.10 0.41 -63.81 8.83
1290 196.62 1968.27 0.17 -52.07 3.34
1291 603.62 1971.69 0.10 -61.19 4.37
1292 657.99 1970.62 0.16 -79.83 3.83
1293 1575.49 1969.51 0.10 52.34 3.29
1294 488.33 1975.32 0.26 -49.37 5.01
1295 1349.43 1973.25 0.23 69.60 2.39
1296 37.75 1981.17 0.34 -32.42 8.50
1297 190.03 1975.46 0.48 -73.53 2.59
1298 688.52 1974.27 0.23 -19.27 2.82
1299 770.22 1988.35 0.28 -77.60 9.25
1300 1759.61 1980.50 0.15 -63.87 4.18
1301 1881.82 1980.09 0.30 77.26 3.19
1302 1478.56 1980.97 0.10 -66.78 3.99
1303 488.84 1985.79 0.15 77.94 3.34
1304 1193.49 1985.55 0.25 71.52 2.99
1305 1664.24 1985.62 0.11 62.47 1.69
1306 1846.89 1986.37 0.50 -71.10 1.69
1307 1355.25 1990.77 0.34 78.46 4.44
1308 1908.31 1992.78 0.30 47.07 5.94
1309 510.57 1995.86 0.28 -54.79 6.15
1310 199.88 1994.57 0.26 -69.12 3.29
1311 748.78 2009.56 0.28 -75.88 11.31
1312 1274.21 1997.49 0.35 -25.55 2.52
1313 273.05 1997.79 0.37 -9.40 2.76
1314 923.67 2003.32 0.13 -72.70 6.08
1315 289.90 2000.56 0.42 -34.92 2.71
1316 1391.79 2000.86 0.46 57.47 2.82
1317 12.12 2000.89 0.23 44.41 1.60
1318 8.20 2007.02 0.33 -26.17 1.60
1319 319.17 2008.71 0.08 -25.30 2.52
1320 457.89 2014.63 0.15 31.77 5.64
1321 563.69 2012.33 0.09 61.19 3.52
1322 1119.24 2021.82 0.34 86.47 5.92
1323 202.61 2017.20 0.10 -17.58 2.19
1324 936.65 2018.46 0.21 -60.97 2.46
1325 1004.71 2020.34 0.11 27.90 3.83
1326 1428.30 2024.79 0.22 74.71 2.26
1327 889.74 2024.75 0.66 -18.36 1.60
1328 1392.34 2042.03 0.26 67.93 4.65
1329 978.91 2039.78 0.65 -4.03 2.03
1330 1403.02 2043.98 0.01 47.43 1.69
1331 1752.08 2052.69 0.52 53.95 1.78
1332 1879.71 2052.40 0.36 28.27 2.46
1333 1196.53 2054.27 0.38 -14.47 1.87
1334 990.18 13.71 0.95 0.27 23.98
1335 126.51 74.21 0.70 -12.52 25.82
1336 29.56 412.87 0.99 -87.75 22.39
1337 15.50 769.94 0.99 -87.71 19.57
1338 4.44 1142.12 0.99 -89.37 23.26
1339 1911.93 764.65 0.70 73.42 40.59
1340 4.85 1529.41 0.96 89.23 21.35
1341 6.32 1858.13 0.90 87.43 21.76
1342 1151.19 1933.35 0.60 85.02 32.58
1343 1141.59 1940.13 0.38 17.64 18.82
1344 336.86 2027.97 0.99 2.25 22.06
1345 800.41 2045.33 0.98 1.83 20.78
1346 1313.80 2055.41 0.89 1.04 22.15
1347 1069.54 2055.30 0.96 1.80 17.01
1348 1843.94 2004.11 0.44 -39.82 28.22
1349 1364.71 68.21 0.18 -77.06 1.60
1350 1365.81 71.78 0.38 -63.26 1.87
1351 1194.36 85.28 0.18 -79.91 4.98
1352 1198.97 92.18 0.34 -51.17 4.69
1353 1039.07 111.76 0.09 -89.60 20.27
1354 1048.63 139.76 0.08 -85.72 7.23
1355 1359.45 209.13 0.78 -89.93 18.46
1356 1352.37 251.58 0.68 84.80 33.89
1357 1366.50 244.36 0.18 -26.74 24.38
1358 1347.60 280.88 0.31 67.91 11.63
1359 1358.99 433.23 0.48 -89.04 13.81
1360 736.18 129.20 0.39 66.73 4.75
1361 728.82 130.96 0.46 22.67 3.24
1362 1539.92 170.51 0.27 -43.47 2.39
1363 1536.25 176.22 0.24 -76.68 2.52
1364 745.39 238.93 0.11 74.03 6.79
1365 749.28 250.18 0.10 66.13 3.70
1366 1330.63 311.28 0.16 -41.24 4.69
1367 1332.41 318.47 0.05 -86.84 4.65
1368 647.59 316.97 0.11 66.72 2.99
1369 649.46 324.42 0.45 64.81 2.82
1370 1409.96 341.05 0.44 -84.87 6.36
1371 1418.32 337.97 0.06 -39.97 3.34
1372 1257.12 376.93 0.05 -84.73 7.05
1373 1273.32 377.80 0.23 17.26 7.78
1374 750.58 521.91 0.38 -54.24 3.99
1375 746.89 530.74 0.33 62.04 5.26
1376 270.75 564.59 0.21 32.68 8.78
1377 282.81 573.25 0.36 44.49 3.78
1378 1470.52 589.96 0.12 -77.31 4.98
1379 1479.71 589.68 0.11 79.05 3.19
1380 439.14 612.31 0.29 25.10 8.74
1381 431.91 620.24 0.13 -12.52 6.15
1382 1743.67 628.37 0.15 -29.50 10.73
1383 1750.64 635.58 0.46 -58.28 4.15
1384 333.91 788.23 0.06 38.41 2.99
1385 324.46 795.97 0.14 25.02 6.96
1386 1116.02 829.73 0.07 61.81 7.29
1387 1119.29 844.81 0.19 60.72 4.69
1388 1588.67 858.85 0.54 79.94 1.78
1389 1588.81 865.98 0.26 -68.26 4.07
1390 753.53 876.46 0.10 -86.10 5.14
1391 748.88 887.20 0.22 -87.50 4.72
1392 743.22 895.75 0.09 59.74 5.89
1393 1508.85 910.73 0.06 -76.09 6.18
1394 1516.28 921.50 0.06 -78.03 4.82
1395 1774.66 998.45 0.26 -51.07 3.48
1396 1770.38 1009.20 0.07 -32.91 6.48
1397 1206.34 1012.68 0.01 88.57 7.78
1398 1217.51 1031.46 0.06 -19.73 13.48
1399 1222.78 1048.74 0.11 70.97 8.10
1400 1215.62 1050.47 0.12 64.84 8.52
1401 416.62 1065.20 0.46 -72.52 2.11
1402 415.31 1071.04 0.70 -43.71 2.26
1403 672.10 1085.54 0.09 74.16 5.14
1404 680.69 1087.85 0.40 -66.14 7.69
1405 355.82 1085.40 0.11 8.76 7.20
1406 357.29 1098.14 0.06 -29.37 8.56
1407 1178.51 1097.34 0.08 79.24 4.30
1408 1180.99 1103.69 0.23 -5.88 3.66
1409 665.41 1158.37 0.02 62.05 7.82
1410 656.35 1156.80 0.21 -79.07 3.78
1411 2015.63 1195.07 0.27 12.31 3.87
1412 2018.94 1199.78 0.44 -87.68 2.26
1413 99.50 1211.97 0.20 -14.69 6.93
1414 108.38 1221.84 0.43 13.67 4.11
1415 1866.41 1218.33 0.14 16.18 5.64
1416 1872.67 1226.37 0.09 33.70 5.64
1417 1188.52 1231.95 0.04 31.69 6.18
1418 1190.85 1242.93 0.05 -43.02 7.42
1419 1616.60 1232.31 0.17 57.01 2.71
1420 1619.85 1237.28 0.12 55.51 3.48
1421 914.97 1253.58 0.01 -59.82 12.03
1422 889.24 1260.83 0.24 -75.42 12.79
1423 1461.55 1290.09 0.05 -57.44 10.00
1424 1468.99 1301.90 0.02 10.01 6.13
1425 841.73 1300.93 0.30 88.84 3.19
1426 840.33 1308.29 0.26 78.68 3.99
1427 83.75 1327.80 0.35 -17.55 5.73
1428 87.95 1334.68 0.62 -12.80 10.00
1429 964.22 1404.42 0.07 81.90 7.42
1430 968.72 1412.89 0.82 -44.29 1.60
1431 704.41 1452.51 0.09 -48.57 3.48
1432 703.64 1460.49 0.36 -5.99 7.25
1433 179.83 1473.66 0.35 78.51 2.65
1434 177.40 1477.35 0.41 -36.65 1.78
1435 863.15 1492.35 0.08 80.37 7.98
1436 853.54 1491.64 0.24 83.45 3.99
1437 75.43 1540.24 0.28 -37.93 5.23
1438 82.35 1545.52 0.35 -25.64 7.53
1439 736.12 1562.15 0.14 43.10 3.66
1440 756.52 1571.13 0.35 27.43 8.37
1441 406.99 1588.42 0.19 -45.60 7.33
1442 401.49 1599.00 0.07 -31.62 5.94
1443 1329.29 1594.65 0.30 37.66 6.33
1444 1338.51 1606.29 0.12 81.26 5.70
1445 1501.15 1607.64 0.20 52.68 4.62
1446 1494.22 1611.19 0.20 41.41 3.99
1447 1844.02 1713.20 0.04 60.39 4.44
1448 1851.73 1717.07 0.40 73.23 2.26
1449 1038.22 1793.45 0.23 88.52 4.69
1450 1044.13 1808.60 0.18 82.36 10.42
1451 215.71 1813.69 0.31 -42.58 9.74
1452 228.67 1808.59 0.20 -36.63 5.26
1453 356.79 1808.24 0.17 -28.94 2.39
1454 355.13 1815.58 0.23 -23.01 4.92
1455 693.23 1813.27 0.34 25.14 2.03
1456 686.94 1820.70 0.34 87.57 3.99
1457 694.55 1819.67 0.66 -50.80 3.24
1458 468.84 1819.24 0.22 -27.23 4.89
1459 454.78 1831.44 0.26 -53.57 10.05
1460 1611.75 1823.94 0.14 -58.78 8.72
1461 1609.15 1837.34 0.27 9.71 2.82
1462 445.29 1880.02 0.11 -67.97 5.05
1463 452.02 1885.37 0.20 -68.86 4.79
1464 387.87 1910.17 0.51 55.23 8.54
1465 380.06 1913.87 0.18 -83.70 5.89
1466 896.40 1936.99 0.15 -75.30 5.01
1467 903.14 1937.73 0.23 -55.43 2.88
1468 1512.46 1982.94 0.28 35.98 8.33
1469 1521.15 1980.67 0.40 73.16 5.86
1470 1453.55 1983.65 0.32 58.23 6.84
1471 1450.80 1990.13 0.30 46.77 6.46
1472 1743.92 1984.49 0.37 60.92 8.06
1473 1734.99 1983.91 0.27 60.87 4.37
1474 1500.97 2012.77 0.13 47.95 7.90
1475 1512.82 2017.66 0.23 75.21 6.46
1476 1086.06 2027.25 0.28 85.47 10.56
1477 1070.84 2035.20 0.36 77.79 7.27
1478 1189.74 2026.63 0.11 64.03 10.40
1479 1204.16 2035.33 0.31 75.56 4.79
