NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
1184 1000.81 1469.48 0.45 81.59 1.87
1185 236.00 1474.40 0.29 -22.57 6.98
1186 1490.42 1471.92 0.37 78.14 3.52
1187 637.81 1473.24 0.20 -23.14 2.46
1188 1023.67 1477.50 0.08 78.01 3.83
1189 1740.52 1475.48 0.17 45.73 4.30
1190 768.72 1478.46 0.39 59.03 4.03
1191 1304.16 1479.58 0.09 43.91 6.79
1192 546.78 1476.62 0.09 -52.36 3.04
1193 524.86 1481.36 0.16 -30.60 5.17
1194 1055.92 1480.92 0.08 -11.60 3.04
1195 1397.23 1481.02 0.19 -66.67 3.04
1196 1511.72 1485.92 0.08 -27.46 5.61
1197 436.18 1488.15 0.12 -18.97 5.78
1198 1112.70 1485.10 0.55 -79.69 1.78
1199 1370.78 1489.43 0.31 77.85 4.07
1200 1925.08 1486.86 0.61 -84.34 2.11
1201 1630.05 1490.40 0.12 55.81 5.53
1202 1262.25 1489.59 0.26 -36.55 3.29
1203 122.27 1490.78 0.31 84.11 1.60
1204 1664.01 1489.76 0.42 -34.44 1.60
1205 1320.92 1493.45 0.56 -80.29 1.60
1206 1479.88 1493.15 0.21 42.90 1.60
1207 1604.90 1496.21 0.17 58.18 3.19
1208 1377.09 1498.68 0.77 -85.47 2.19
1209 1656.38 1499.62 0.63 -75.89 2.82
1210 1307.48 1499.77 0.09 -58.33 3.19
1211 965.88 1500.20 0.58 -32.45 2.33
1212 1130.77 1503.74 0.18 -68.34 3.74
1213 1268.05 1502.24 0.43 -21.64 2.52
1214 1243.37 1504.20 0.36 -21.89 2.59
1215 95.76 1506.21 0.37 -14.74 2.88
1216 1074.03 1505.78 0.10 67.33 2.11
1217 1163.77 1514.98 0.35 87.80 4.85
1218 1795.96 1511.58 0.11 -55.31 2.88
1219 1047.71 1515.99 0.36 12.43 5.97
1220 1566.09 1516.86 0.37 64.42 4.37
1221 1680.87 1514.30 0.39 65.50 2.93
1222 446.41 1513.67 0.15 -16.98 1.95
1223 1239.82 1517.38 0.25 47.34 4.18
1224 721.48 1519.25 0.11 -79.29 5.61
1225 1453.40 1514.81 0.11 38.99 2.03
1226 435.85 1523.55 0.28 -44.88 6.86
1227 1604.77 1516.95 0.34 84.03 1.78
1228 1272.58 1522.02 0.45 79.51 4.26
1229 556.80 1528.01 0.06 -23.39 6.77
1230 86.48 1527.97 0.25 10.14 5.53
1231 120.53 1528.42 0.65 -80.44 2.03
1232 1102.85 1529.99 0.14 23.55 4.85
1233 1924.19 1532.25 0.26 41.90 5.61
1234 715.26 1535.50 0.19 -79.28 5.08
1235 1970.23 1531.53 0.42 -13.52 4.11
1236 129.74 1533.32 0.15 18.26 4.22
1237 1458.36 1535.76 0.11 64.17 3.74
1238 1629.26 1534.22 0.37 -2.82 3.14
1239 382.49 1536.68 0.24 -26.73 3.87
1240 120.15 1542.87 0.81 -87.80 3.66
1241 1188.15 1535.67 0.50 73.55 2.03
1242 1366.72 1540.42 0.11 83.65 5.84
1243 1553.42 1538.68 0.10 49.09 5.38
1244 1280.29 1541.54 0.25 34.37 4.55
1245 539.67 1542.18 0.23 -19.83 2.82
1246 1501.64 1545.07 0.24 62.14 4.75
1247 626.20 1544.32 0.32 63.87 2.82
1248 741.33 1555.18 0.19 17.18 9.13
1249 763.60 1550.19 0.05 -54.22 8.18
1250 192.02 1545.29 0.17 61.00 2.65
1251 565.02 1546.53 0.14 -74.76 2.65
1252 785.45 1546.13 0.32 -73.19 2.11
1253 825.87 1553.12 0.09 62.48 7.33
1254 243.53 1558.43 0.29 -25.67 10.93
1255 292.49 1548.97 0.25 -15.80 2.52
1256 1274.26 1551.47 0.18 85.90 4.22
1257 1568.49 1556.42 0.16 63.35 6.38
1258 1533.51 1550.13 0.33 -43.26 1.87
1259 474.07 1555.56 0.19 -32.48 4.98
1260 553.68 1554.06 0.39 47.79 2.11
1261 1951.80 1556.12 0.19 60.50 3.74
1262 388.36 1556.99 0.54 -24.84 4.44
1263 1346.33 1558.38 0.19 78.17 4.62
1264 88.82 1558.73 0.06 -45.33 3.78
1265 1356.97 1555.68 0.43 40.65 1.69
1266 201.06 1558.95 0.01 76.90 4.03
1267 119.67 1559.04 0.65 -88.28 2.26
1268 712.10 1559.52 0.24 70.56 3.70
1269 721.12 1557.18 0.33 -5.99 2.39
1270 1274.65 1560.52 0.31 8.37 2.03
1271 13.23 1566.85 0.11 -64.34 3.43
1272 1088.64 1565.57 0.12 -86.85 2.52
1273 1179.98 1569.36 0.13 64.62 5.84
1274 1663.85 1565.69 0.27 7.71 4.03
1275 1764.52 1567.95 0.13 51.62 4.95
1276 603.68 1567.61 0.04 25.90 3.19
1277 1566.74 1570.01 0.30 43.87 4.15
1278 958.44 1570.47 0.06 -88.08 5.38
1279 1973.85 1570.28 0.13 27.57 4.07
1280 977.30 1570.26 0.28 -50.74 2.59
1281 525.74 1572.08 0.13 20.83 2.52
1282 545.99 1573.28 0.13 -50.13 1.78
1283 419.74 1575.64 0.27 28.32 3.43
1284 361.10 1579.37 0.42 -25.83 5.17
1285 1194.38 1577.97 0.83 -71.77 1.60
1286 118.45 1586.61 0.73 -89.56 3.95
1287 1536.27 1581.61 0.58 -86.14 3.14
1288 887.52 1585.54 0.09 -75.79 5.94
1289 329.47 1582.75 0.58 -16.18 4.33
1290 714.42 1581.26 0.23 -39.61 1.60
1291 174.17 1582.80 0.39 -70.49 1.78
1292 268.74 1583.13 0.30 19.97 1.69
1293 1838.73 1587.81 0.18 58.45 4.89
1294 1300.89 1584.88 0.35 16.57 2.33
1295 938.37 1590.11 0.07 -87.21 2.99
1296 1809.93 1592.32 0.24 42.23 5.20
1297 1566.03 1592.12 0.42 -2.43 4.65
1298 1726.76 1590.86 0.36 13.30 4.41
1299 837.28 1591.38 0.47 78.62 2.39
1300 1216.18 1592.67 0.23 51.36 2.71
1301 1375.61 1596.58 0.09 7.30 7.25
1302 439.71 1594.66 0.26 76.32 1.69
1303 1397.30 1595.20 0.14 87.46 3.70
1304 1941.92 1598.26 0.40 41.01 5.05
1305 1497.02 1599.37 0.29 75.50 3.99
1306 937.64 1597.72 0.24 1.21 2.39
1307 1161.25 1600.08 0.26 41.00 2.99
1308 1624.75 1599.54 0.17 -27.60 1.69
1309 1152.65 1609.37 0.15 -58.86 4.07
1310 451.75 1612.95 0.59 -78.63 2.46
1311 923.11 1608.14 0.23 -45.36 1.60
1312 1370.72 1608.84 0.51 36.48 1.60
1313 117.22 1610.74 0.37 -72.33 1.78
1314 1279.16 1610.71 0.36 28.61 1.78
1315 290.26 1614.06 0.15 23.80 3.24
1316 1221.34 1615.01 0.18 56.40 2.33
1317 1099.59 1622.01 0.46 -42.43 6.26
1318 940.57 1621.69 0.15 -87.35 4.75
1319 1477.73 1623.24 0.25 -44.57 5.92
1320 1073.44 1621.07 0.18 -59.83 3.48
1321 1979.65 1620.93 0.23 27.95 1.87
1322 1519.89 1621.27 0.52 10.18 1.87
1323 1608.36 1627.79 0.41 -89.23 5.41
1324 1360.13 1624.02 0.43 71.81 2.11
1325 457.51 1625.34 0.31 73.22 1.87
1326 753.36 1624.72 0.28 -21.23 2.88
1327 1856.42 1631.26 0.30 45.47 6.63
1328 308.91 1629.48 0.36 4.40 1.87
1329 790.86 1633.76 0.13 -67.77 3.95
1330 903.37 1631.08 0.36 -19.64 1.60
1331 772.54 1634.56 0.36 -32.32 4.51
1332 1043.95 1634.14 0.34 -77.49 2.59
1333 571.20 1636.90 0.16 -50.47 4.98
1334 1904.02 1640.42 0.15 3.77 7.46
1335 116.36 1637.16 0.76 -89.11 2.33
1336 618.21 1635.88 0.46 -76.47 2.19
1337 1156.29 1635.60 0.03 86.37 2.39
1338 1295.61 1637.17 0.19 60.01 3.66
1339 967.88 1635.78 0.29 -86.80 1.69
1340 1877.77 1642.92 0.28 45.37 8.37
1341 708.79 1638.74 0.25 70.17 3.34
1342 507.70 1638.07 0.61 -10.05 1.95
1343 1663.71 1644.60 0.44 44.17 5.78
1344 1474.50 1644.11 0.13 -61.11 3.34
1345 125.82 1648.86 0.19 -7.70 2.52
1346 497.32 1650.54 0.33 -52.34 3.34
1347 901.70 1649.28 0.07 28.29 2.88
1348 155.85 1654.24 0.30 -28.54 4.62
1349 719.94 1654.03 0.34 -79.10 2.11
1350 1166.18 1655.56 0.21 88.67 3.39
1351 468.86 1659.35 0.41 61.79 2.39
1352 1139.89 1658.83 0.14 25.17 2.82
1353 1580.99 1661.64 0.42 53.53 2.88
1354 308.70 1660.28 0.22 -2.63 1.69
1355 693.13 1661.01 0.25 -69.52 2.19
1356 1212.87 1672.68 0.11 72.82 12.07
1357 293.64 1661.68 0.49 2.65 2.88
1358 1985.72 1661.98 0.12 2.49 1.78
1359 342.50 1669.26 0.26 86.69 2.65
1360 260.01 1673.73 0.25 -35.58 5.23
1361 321.02 1668.94 0.39 -58.39 1.60
1362 821.28 1670.52 0.18 71.85 2.82
1363 1662.10 1674.26 0.41 66.46 2.82
1364 473.05 1672.30 0.39 70.29 1.60
1365 980.38 1674.15 0.10 67.30 3.24
1366 1847.61 1676.18 0.34 50.93 3.74
1367 19.93 1676.52 0.21 -18.23 3.91
1368 1381.74 1680.17 0.19 64.79 5.97
1369 1457.42 1680.66 0.17 -81.57 7.09
1370 681.58 1682.05 0.19 -68.52 6.26
1371 1116.37 1678.16 0.31 -86.89 2.46
1372 1352.32 1679.11 0.20 67.88 4.07
1373 1363.10 1677.05 0.14 82.25 2.59
1374 1981.35 1677.98 0.15 -33.63 3.48
1375 348.42 1679.06 0.54 20.05 2.03
1376 1232.55 1680.43 0.02 -5.09 3.09
1377 955.76 1688.12 0.14 81.32 7.16
1378 1777.01 1683.98 0.14 22.98 5.11
1379 774.21 1681.78 0.34 5.24 1.60
1380 1596.98 1683.39 0.55 64.08 1.69
1381 822.81 1685.82 0.24 -71.84 3.66
1382 327.40 1689.63 0.16 -39.65 6.53
1383 590.88 1700.11 0.25 75.41 13.58
1384 1718.31 1691.48 0.29 54.21 7.72
1385 114.29 1689.57 0.80 -88.89 2.82
1386 1243.07 1686.98 0.10 -83.16 2.65
1387 1909.41 1688.63 0.31 29.22 2.93
1388 984.95 1690.02 0.47 -10.35 2.46
1389 1002.47 1690.40 0.20 -8.61 3.39
1390 347.11 1690.59 0.57 54.42 1.60
1391 919.77 1695.86 0.07 36.36 4.92
1392 436.41 1696.92 0.43 70.16 1.78
1393 443.93 1698.04 0.71 -64.49 1.69
1394 1323.04 1700.45 0.19 85.98 3.48
1395 912.73 1706.71 0.50 62.96 5.75
1396 1305.96 1701.50 0.19 45.43 2.71
1397 860.70 1704.07 0.56 76.21 2.11
1398 1701.38 1706.85 0.15 35.77 5.01
1399 827.71 1708.40 0.21 -85.82 4.07
1400 360.46 1706.56 0.65 -86.63 1.60
1401 1221.67 1709.85 0.10 23.36 4.92
1402 1481.60 1714.51 0.30 63.75 5.05
1403 1596.66 1710.37 0.70 -43.65 1.69
1404 1788.03 1713.23 0.31 74.01 3.83
1405 324.60 1717.44 0.18 16.86 4.03
1406 298.02 1723.68 0.34 -36.87 8.70
1407 1340.54 1720.29 0.29 -86.43 3.99
1408 1812.03 1726.35 0.36 34.18 9.74
1409 1862.65 1718.55 0.59 -2.31 2.88
1410 575.04 1729.36 0.57 -66.81 7.38
1411 900.20 1724.34 0.29 88.07 3.83
1412 285.67 1723.69 0.63 16.53 1.78
1413 1261.85 1730.55 0.15 -78.79 7.27
1414 1560.00 1724.78 0.38 -65.14 1.69
1415 1790.27 1725.18 0.14 38.62 1.87
1416 1477.59 1727.46 0.39 -28.48 2.52
1417 1055.49 1730.50 0.58 -45.42 1.78
1418 1390.18 1732.01 0.23 -19.70 4.22
1419 51.03 1731.40 0.69 37.39 1.60
1420 867.87 1739.51 0.17 -69.96 5.78
1421 394.94 1743.56 0.84 -89.98 2.99
1422 785.88 1746.89 0.25 -78.29 6.70
1423 1275.98 1742.70 0.36 80.56 4.18
1424 610.03 1742.67 0.26 -60.63 4.51
1425 295.44 1740.98 0.24 -25.96 2.59
1426 1385.90 1740.87 0.21 -41.99 1.60
1427 1041.34 1746.15 0.26 69.83 3.52
1428 1674.26 1744.03 0.28 72.84 2.11
1429 908.64 1744.95 0.52 -15.81 1.78
1430 1373.56 1754.91 0.35 50.66 3.43
1431 834.83 1754.69 0.19 89.29 2.11
1432 1883.80 1756.99 0.11 43.93 3.04
1433 181.26 1755.53 0.41 26.34 1.87
1434 1321.10 1758.31 0.39 74.97 3.48
1435 1432.50 1761.68 0.25 70.22 5.67
1436 934.54 1766.75 0.57 -58.36 7.38
1437 538.93 1767.58 0.20 63.61 8.33
1438 912.85 1762.17 0.17 43.31 1.60
1439 111.26 1767.33 0.53 77.04 2.39
1440 1134.84 1766.77 0.39 -9.94 2.33
1441 394.05 1769.06 0.55 -84.50 2.33
1442 1705.65 1770.05 0.46 -83.33 2.76
1443 983.10 1776.36 0.13 81.95 7.33
1444 1692.61 1772.38 0.52 44.83 2.76
1445 1629.73 1772.28 0.43 -79.48 2.19
1446 1599.60 1777.12 0.30 47.52 5.84
1447 1206.13 1774.47 0.34 52.78 2.52
1448 745.84 1776.81 0.13 -23.85 3.61
1449 1112.95 1775.54 0.38 -77.48 2.03
1450 1578.82 1781.14 0.34 60.04 5.64
1451 1791.06 1775.99 0.46 34.88 2.19
1452 393.60 1779.79 0.82 -85.55 2.03
1453 1223.77 1777.27 0.14 -86.63 2.82
1454 1017.10 1778.93 0.23 12.22 2.03
1455 793.22 1782.97 0.10 -69.96 4.82
1456 878.39 1783.47 0.43 76.89 2.93
1457 1718.69 1784.14 0.10 4.18 4.95
1458 474.07 1794.52 0.26 -49.92 8.85
1459 1244.06 1787.23 0.22 -14.24 2.19
1460 1689.92 1788.23 0.42 83.18 2.11
1461 495.03 1794.78 0.32 -45.26 6.63
1462 682.34 1788.57 0.16 -51.57 2.03
1463 829.78 1790.50 0.30 -87.57 2.76
1464 741.80 1791.61 0.54 51.63 2.03
1465 1843.99 1790.67 0.46 6.11 2.76
1466 1650.42 1794.14 0.18 -63.15 2.46
1467 110.03 1797.27 0.73 83.00 2.71
1468 1473.59 1796.43 0.76 -89.73 1.78
1469 1508.78 1801.15 0.57 -80.90 5.56
1470 1801.76 1796.05 0.29 37.48 3.29
1471 668.49 1801.18 0.17 -89.04 3.57
1472 792.08 1800.99 0.52 73.64 1.95
1473 1318.82 1801.42 0.44 75.41 2.52
1474 1779.38 1808.08 0.35 88.39 6.77
1475 1676.56 1803.26 0.11 -54.87 2.59
1476 1362.47 1813.77 0.53 77.38 7.78
1477 447.05 1806.51 0.36 -23.13 2.26
1478 1109.99 1808.90 0.25 -77.67 2.99
1479 890.17 1815.39 0.06 -71.48 4.15
1480 245.47 1813.73 0.29 -16.08 3.09
1481 1471.21 1817.84 0.47 -0.23 3.61
1482 109.20 1818.93 0.67 -77.96 1.95
1483 1494.95 1825.66 0.26 64.24 8.25
1484 599.39 1822.90 0.60 89.37 1.60
1485 895.84 1823.08 0.21 45.92 1.60
1486 1692.13 1825.31 0.10 80.78 3.34
1487 453.92 1825.05 0.21 -52.02 2.71
1488 757.52 1831.05 0.14 24.29 3.09
1489 1188.25 1832.38 0.17 69.62 4.75
1490 583.55 1836.92 0.28 -58.36 7.05
1491 1567.05 1833.63 0.22 74.09 3.78
1492 146.41 1831.95 0.10 63.42 2.33
1493 513.11 1837.23 0.23 -58.44 5.26
1494 1209.59 1837.36 0.27 -87.81 4.51
1495 232.11 1835.30 0.12 -36.77 1.69
1496 1486.44 1840.05 0.16 31.92 4.07
1497 332.11 1842.99 0.55 -86.65 2.88
1498 498.20 1844.74 0.17 52.20 2.52
1499 596.60 1844.03 0.35 -38.65 2.46
1500 1729.41 1856.34 0.34 54.23 9.93
1501 93.87 1847.21 0.52 -56.14 1.87
1502 108.16 1847.09 0.43 -77.98 1.95
1503 1095.55 1854.70 0.26 81.39 4.75
1504 1560.47 1850.87 0.40 -65.71 1.78
1505 909.30 1862.40 0.30 -87.63 7.07
1506 1421.51 1856.80 0.37 50.44 2.65
1507 107.41 1860.41 0.71 60.31 1.78
1508 597.58 1861.08 0.13 -35.06 2.65
1509 643.17 1864.46 0.27 -68.30 4.22
1510 1244.60 1866.58 0.29 71.00 5.47
1511 353.19 1866.63 0.24 -80.69 2.26
1512 1985.87 1869.13 0.31 41.83 3.57
1513 1390.47 1876.86 0.29 70.60 8.37
1514 1824.96 1870.34 0.27 -76.77 1.87
1515 1921.05 1872.24 0.23 -51.52 3.04
1516 1226.86 1880.32 0.22 85.26 6.41
1517 1409.82 1878.14 0.27 32.21 4.26
1518 1860.89 1882.68 0.32 32.39 5.08
1519 1607.81 1880.45 0.77 -56.93 1.69
1520 624.60 1892.29 0.29 -64.55 7.48
1521 1147.82 1888.98 0.27 -16.54 6.48
1522 1174.72 1885.49 0.15 70.53 3.34
1523 474.45 1886.77 0.22 -58.23 3.87
1524 994.90 1885.46 0.40 85.76 1.95
1525 709.76 1892.21 0.46 -45.37 3.39
1526 1019.26 1893.74 0.38 -66.83 5.35
1527 1164.04 1893.95 0.26 62.46 4.79
1528 1008.32 1893.55 0.67 -73.87 1.78
1529 1130.69 1892.20 0.41 -17.74 1.78
1530 1445.89 1894.94 0.11 -85.82 2.59
1531 1041.95 1896.01 0.44 42.30 3.43
1532 1492.19 1903.40 0.18 71.47 4.51
1533 1785.36 1905.81 0.43 55.81 6.53
1534 724.88 1903.67 0.38 -6.58 1.95
1535 344.28 1910.13 0.26 -40.57 1.78
1536 1592.89 1912.54 0.16 89.79 3.39
1537 1839.45 1923.43 0.36 53.17 10.98
1538 1756.94 1918.60 0.46 61.95 6.79
1539 964.51 1919.99 0.64 79.06 1.60
1540 1559.96 1924.62 0.21 52.16 4.37
1541 582.00 1927.33 0.23 -20.63 2.19
1542 1929.63 1930.48 0.54 44.85 1.87
1543 600.69 1933.27 0.11 -65.32 2.03
1544 451.13 1936.08 0.51 -56.85 1.95
1545 778.11 1937.70 0.18 -62.42 3.70
1546 652.05 1940.94 0.18 80.77 4.72
1547 1091.76 1939.69 0.09 -9.42 2.52
1548 1370.21 1948.03 0.44 89.60 7.02
1549 908.10 1941.20 0.23 -44.91 1.60
1550 133.38 1947.00 0.39 -38.91 5.32
1551 105.01 1944.55 0.37 63.91 1.78
1552 599.41 1949.87 0.17 -52.10 4.79
1553 949.80 1948.78 0.21 70.55 2.71
1554 1230.89 1950.56 0.05 67.65 4.30
1555 1502.37 1952.68 0.28 88.51 3.87
1556 1343.87 1955.34 0.38 55.96 4.44
1557 1548.30 1959.89 0.33 67.24 5.97
1558 212.28 1956.27 0.56 -53.38 2.76
1559 1947.65 1957.35 0.37 41.82 4.11
1560 489.71 1959.38 0.15 -76.97 4.82
1561 1142.20 1960.45 0.26 -79.05 3.48
1562 731.56 1961.60 0.32 35.07 4.15
1563 1275.70 1968.13 0.22 74.82 8.79
1564 1783.49 1961.31 0.41 66.15 4.37
1565 297.14 1963.17 0.39 -50.56 4.15
1566 1459.10 1965.30 0.40 73.78 3.91
1567 104.10 1963.89 0.59 -74.08 2.03
1568 913.27 1963.38 0.09 -21.74 2.46
1569 88.75 1965.91 0.38 -51.74 1.87
1570 213.45 1967.30 0.62 85.85 1.69
1571 1081.54 1969.09 0.38 85.44 2.19
1572 349.87 1972.12 0.22 -17.14 4.07
1573 277.46 1973.58 0.26 63.74 2.11
1574 819.56 1975.73 0.41 -20.48 1.60
1575 833.27 1979.23 0.20 -50.25 4.03
1576 1676.67 1979.65 0.26 -88.22 2.19
1577 665.51 1983.00 0.19 -87.06 2.52
1578 475.79 1983.04 0.28 10.92 1.69
1579 104.37 1988.63 0.44 -33.65 3.14
1580 239.22 1990.88 0.25 -27.86 1.78
1581 1674.48 1991.06 0.58 -9.77 1.95
1582 1037.51 1997.50 0.25 78.42 4.51
1583 240.63 2006.29 0.34 -44.84 10.00
1584 316.69 2000.99 0.33 -61.61 3.99
1585 370.17 1999.03 0.25 -18.99 3.78
1586 1450.46 2001.41 0.30 69.12 4.48
1587 1597.37 1997.54 0.27 -2.95 1.60
1588 1862.81 2006.59 0.46 34.82 8.61
1589 180.13 2002.45 0.24 -71.95 2.93
1590 1632.19 2001.57 0.17 -68.23 2.46
1591 1967.27 2001.70 0.27 27.65 2.19
1592 101.93 2002.56 0.36 -89.66 1.87
1593 433.83 2004.17 0.34 -64.59 2.26
1594 1190.79 2004.86 0.18 66.77 4.07
1595 1725.78 2014.57 0.35 58.71 11.20
1596 424.61 2004.36 0.12 -45.21 2.03
1597 743.87 2009.40 0.26 -65.30 5.23
1598 1586.80 2005.35 0.18 -88.79 2.19
1599 1792.31 2010.45 0.33 50.69 6.02
1600 1265.23 2006.11 0.40 82.98 1.60
1601 1024.65 2008.52 0.57 39.28 1.60
1602 336.87 2013.83 0.24 -47.04 5.59
1603 1267.46 2015.78 0.11 26.62 4.89
1604 1016.00 2016.64 0.23 67.91 4.72
1605 853.86 2020.06 0.19 -51.74 4.07
1606 1201.16 2019.82 0.21 -75.30 3.61
1607 471.85 2020.17 0.52 -6.11 1.60
1608 1943.72 2034.66 0.28 53.71 12.22
1609 1421.47 2029.48 0.48 40.24 3.91
1610 941.04 2031.14 0.07 -26.36 3.95
1611 1506.09 2031.26 0.26 82.45 3.57
1612 749.34 2029.47 0.26 40.04 1.69
1613 1157.57 2037.42 0.33 76.62 6.75
1614 1279.94 2041.44 0.36 67.42 5.26
1615 1731.52 2038.68 0.53 35.49 2.33
1616 1236.54 2046.32 0.55 17.41 3.61
1617 386.17 22.36 0.95 -0.63 42.84
1618 1988.13 469.41 0.67 76.32 38.51
1619 63.56 452.38 0.76 -88.56 47.56
1620 2031.05 1188.12 0.99 -88.59 28.43
1621 405.41 1429.02 0.91 -89.96 26.77
1622 403.33 1576.40 0.87 -86.86 24.52
1623 406.05 1633.63 0.17 76.48 20.76
1624 393.52 1651.95 0.10 82.82 36.58
1625 414.64 1654.45 0.41 -22.51 31.68
1626 404.18 1668.96 0.33 76.32 12.57
1627 461.34 1871.12 0.49 19.98 47.28
1628 1983.23 1802.45 0.59 -73.01 30.67
1629 19.92 1899.86 0.97 89.49 32.36
1630 14.87 2012.84 0.88 2.88 16.53
1631 189.26 82.44 0.39 81.22 2.71
1632 185.11 95.10 0.30 84.66 7.46
1633 180.74 104.64 0.17 -35.39 2.82
1634 834.52 94.13 0.19 -85.77 3.78
1635 840.87 100.99 0.15 77.65 6.56
1636 243.07 98.87 0.36 40.14 6.72
1637 253.04 111.88 0.34 48.00 6.56
1638 1029.75 190.02 0.73 -87.14 30.31
1639 1019.78 188.15 0.09 -44.24 21.27
1640 1037.25 200.55 0.48 -66.38 6.48
1641 1044.88 204.54 0.53 -79.97 27.58
1642 878.49 187.85 0.43 11.75 2.82
1643 882.33 192.37 0.29 -48.48 3.14
1644 1081.77 313.09 0.09 -67.40 3.19
1645 1086.85 318.79 0.40 -74.77 3.34
1646 532.61 335.54 0.14 -74.71 7.76
1647 528.63 348.20 0.37 10.33 2.99
1648 511.58 356.36 0.18 54.39 6.28
1649 541.93 379.12 0.13 56.60 20.91
1650 525.62 362.80 0.45 -11.10 4.98
1651 1050.29 433.54 0.06 -68.43 6.02
1652 1048.53 444.60 0.03 -68.02 3.57
1653 397.84 444.34 0.27 55.38 7.25
1654 388.26 439.02 0.12 83.60 2.26
1655 1494.79 481.09 0.15 10.81 4.37
1656 1498.79 489.21 0.05 72.32 3.39
1657 441.47 490.24 0.31 68.33 5.14
1658 433.30 491.86 0.31 25.60 7.44
1659 661.44 491.43 0.13 74.98 6.13
1660 652.30 489.85 0.12 86.80 3.87
1661 374.69 493.11 0.33 36.37 5.75
1662 371.76 498.91 0.28 37.67 6.26
1663 1738.54 518.72 0.61 55.44 10.26
1664 1749.56 531.52 0.03 48.83 1.95
1665 947.59 507.61 0.49 16.57 2.76
1666 938.02 511.59 0.14 5.86 5.61
1667 421.56 521.39 0.18 29.92 7.78
1668 433.30 526.01 0.12 46.79 5.67
1669 106.75 533.90 0.16 29.55 10.28
1670 121.32 542.58 0.27 33.27 5.50
1671 1598.22 571.52 0.16 -47.49 3.70
1672 1595.64 581.82 0.11 -53.69 5.64
1673 1049.20 586.87 0.15 58.40 5.05
1674 1050.85 596.49 0.33 -7.54 6.53
1675 615.23 664.94 0.08 26.37 3.04
1676 610.82 672.74 0.27 50.89 8.35
1677 619.22 670.97 0.16 50.54 4.07
1678 714.78 693.33 0.11 -84.33 16.70
1679 707.24 737.06 0.37 43.85 32.17
1680 692.28 743.01 0.17 -0.20 26.61
1681 704.81 750.80 0.64 49.99 8.78
1682 699.45 784.85 0.93 -88.15 31.41
1683 704.27 983.82 0.87 84.25 17.22
1684 51.29 698.68 0.74 -89.05 3.04
1685 50.19 712.33 0.79 89.57 3.14
1686 1784.68 698.45 0.14 -40.24 5.20
1687 1776.31 703.74 0.14 -41.45 4.89
1688 1210.99 696.21 0.18 -89.41 1.78
1689 1210.50 701.47 0.26 -78.47 2.65
1690 1342.62 736.90 0.62 -69.05 5.14
1691 1343.24 750.18 0.54 79.37 4.07
1692 2013.81 734.47 0.25 -33.49 5.38
1693 2007.39 745.09 0.49 -50.47 5.41
1694 49.81 733.42 0.55 -48.18 1.95
1695 50.43 737.96 0.71 -59.68 2.11
1696 62.37 735.86 0.64 -82.33 2.26
1697 62.72 742.22 0.65 -86.79 1.95
1698 47.94 779.09 0.28 -88.10 2.26
1699 47.67 785.04 0.69 83.76 2.11
1700 717.43 788.27 0.10 -81.11 2.26
1701 713.81 791.66 0.68 77.90 2.19
1702 1921.84 844.24 0.23 -63.21 3.09
1703 1930.00 850.35 0.11 -20.82 8.56
1704 1825.62 1039.69 0.05 -66.51 7.51
1705 1814.80 1046.29 0.02 -13.55 9.44
1706 450.00 1065.04 0.09 26.15 12.33
1707 463.25 1060.50 0.28 29.89 3.09
1708 469.08 1073.13 0.14 41.39 6.63
1709 139.36 1061.71 0.80 86.69 3.29
1710 138.63 1076.41 0.78 -86.83 3.24
1711 138.12 1086.00 0.56 75.45 2.46
1712 95.76 1104.70 0.14 4.71 8.18
1713 81.86 1105.06 0.19 -9.10 6.84
1714 130.43 1118.87 0.76 86.48 2.11
1715 130.46 1130.71 0.82 -89.85 3.48
1716 779.22 1134.86 0.29 -3.77 5.05
1717 789.30 1133.85 0.46 -3.48 1.78
1718 1635.41 1141.57 0.14 75.02 2.71
1719 1640.77 1148.41 0.14 -70.18 5.47
1720 363.08 1161.68 0.14 -74.41 4.51
1721 375.59 1168.31 0.52 63.20 8.44
1722 368.77 1176.11 0.10 -1.85 4.89
1723 289.94 1164.25 0.20 3.18 6.31
1724 302.15 1168.42 0.24 71.48 6.53
1725 526.03 1169.97 0.04 2.73 5.08
1726 529.83 1177.61 0.12 -11.47 2.46
1727 416.77 1209.20 0.18 13.74 5.29
1728 415.09 1220.07 0.10 0.97 7.42
1729 404.16 1220.98 0.28 -70.13 5.11
1730 407.17 1236.17 0.18 -43.50 9.34
1731 1001.62 1217.20 0.06 -89.92 9.17
1732 1000.73 1229.84 0.15 -39.17 3.83
1733 1827.85 1219.38 0.08 22.97 8.27
1734 1817.52 1229.29 0.06 24.51 5.89
1735 1531.91 1235.96 0.14 55.46 4.15
1736 1524.35 1236.02 0.11 -32.30 2.33
1737 942.94 1247.81 0.09 76.32 6.68
1738 930.73 1248.09 0.16 -17.44 3.48
1739 935.81 1253.74 0.06 -55.50 5.23
1740 1221.24 1251.02 0.04 -74.41 5.01
1741 1227.59 1257.95 0.20 45.68 4.30
1742 732.12 1252.33 0.29 45.07 5.17
1743 740.60 1251.87 0.13 -67.80 4.55
1744 401.65 1266.71 0.30 58.70 3.04
1745 402.58 1274.35 0.03 -84.09 5.01
